,ResponseId,LocationLatitude,LocationLongitude,Sex,Age,EDuc,Etnia,Q69,Q70,Identity Fusion_1,Identity Fusion_2,Identity Fusion_3,Identity Fusion_4,Identity Fusion_5,Identity Fusion_6,Identity Fusion_7,Region,IdPol,IdPol_2_TEXT,IdF_1,IdF_2,IdF_3,IdF_4,IdF_5,IdF_6,IdF_7,OriPol_1,IdPolUribe_1,IdPolUribe_2,IdPolUribe_3,IdPolUribe_4,IdPolUribe_5,IdPolUribe_6,IdPolUribe_7,IdPolUribe_8,Control_1,Control_2,CollUnc_1,CollUnc_2,CollUnc_3,CollUnc_4,SRW_1,SRW_2,SRW_3,Q74_1,Q74_2,Q74_3,Q71_1,Q71_2,Q71_3,Q75_1,Q75_2,Q75_3,Q73_1,Q73_2,InterGroup_1,Q37_1,Intragroup_1,Q38_1,InterGcontact_1,InterGcontact_2,InterGcontact_3,InterGcontact_4,InterGcontact_5,InterGcontact_6,InterGcontact_7,InterGContacPetrist_1,InterGContacPetrist_2,InterGContacPetrist_3,InterGContacPetrist_4,InterGContacPetrist_5,InterGContacPetrist_6,InterGContacUribi_1,InterGContacUribi_2,InterGContacUribi_3,InterGContacUribi_4,InterGContacUribi_5,InterGContacUribi_6,OutGEmpUribis_1,OutGEmpUribis_2,OutGEmpUribis_3,EmpUribist_1,EmpUribist_2,EmpUribist_3,ConspiracyUribi_1,ConspiracyUribi_2,ConspiracyUribi_3,ConspiracyUribi_4,ConspiracyPetrist_1,ConspiracyPetrist_2,ConspiracyPetrist_3,ConspiracyPetrist_4,NormSoc_1,NormSoc_2,NormSoc_3,NormSoc_4,NormSoc_5,Salment_1,Salment_2,Salment_3,Salment_4,Salment_5,Salment_6,Salment_7,SatVida_1,SatVida_2,SatVida_3,SatVida_4,SatVida_5,O-C-Test_1,O-C-Test2_1,O-C-T3_1,O-C-T4_1,O-C-T5_1,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,ActRadic_1,ActRadic_2,ActRadic_3,Q76_1,Q76_2,Q76_3,Q72_1,Q72_2,Q72_3,Q72_4,Q78_1,Q78_2,Q78_3,Q78_4,Deshum_1,Deshum_2,Deshum_3,Q63,Q64,Q64_5_TEXT,Q78
952,R_1MSr3rvcRiKyAh4,3.4129,-76.5191,Un hombre,50.0,Posgrado,Blanco,CALI,VALLE DEL CAUCA,Fuertemente en desacuerdo,Fuertemente de acuerdo,De acuerdo,Fuertemente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Valluno,Sólo de derecha,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,.,Completamente de acuerdo,Completamente de acuerdo,Fuertemente en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,Un poco en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Con algunas,,Con bastantes,,Rara vez,Casi nunca,Casi nunca,Rara vez,Casi nunca,Casi nunca,Rara vez,,,,,,,Nunca,Nunca,Nunca,Casi siempre,Algunas veces,Algunas veces,En desacuerdo,En desacuerdo,Completamente en desacuerdo,,,,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,,80,93,88,91,56,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde algo con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Nada,Nada,Nada,Siempre,Mucho control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,100,71,87,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,
954,R_1f1Q0q08CrC91V4,3.4129,-76.5191,Un hombre,51.0,Universitario,Mestizo,CALI,VALLE DEL CAUCA,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Algo de acuerdo,Valluno,Uribista y/o de derecha,,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,.,Completamente de acuerdo,Algo de acuerdo,Fuertemente en desacuerdo,En desacuerdo,Algo en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,De acuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,De acuerdo,Con algunas,,Con bastantes,,Casi nunca,Nunca,Rara vez,Algunas veces,Rara vez,Algunas veces,Rara vez,,,,,,,Rara vez,Rara vez,Rara vez,Algunas veces,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,,,,Un poco en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,,,,,0,2,5,2,4,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde algo con mis sentimientos,No corresponden para nada con mis sentimientos,Un poco de acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Nada,Nada,Nada,Siempre,Mucho control,Nada,Nada,Nada,La mayor parte del tiempo,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,De acuerdo,De acuerdo,Moderadamente de acuerdo,De acuerdo,Moderadamente de acuerdo,Para nada de acuerdo,85,42,76,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,
956,R_2Xb98pQQSzfQpAD,3.4129,-76.5191,Una mujer,53.0,Universitario,Blanco,CALI,VALLE DEL CAUCA,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Valluno,Uribista y/o de derecha,,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Extrema derecha,Completamente de acuerdo,,,,,,,,Sí,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Con varias,,Con bastantes,,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,,,,,,,Rara vez,Casi nunca,Casi nunca,Algunas veces,Casi siempre,Rara vez,En desacuerdo,En desacuerdo,En desacuerdo,,,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,90,60,90,80,60,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Completamente de acuerdo,Nada,Nada,Nada,Algunas veces,Mucho control,Nada,Nada,Nada,Algunas veces,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,90,90,90,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,
959,R_3g6GEGAL4mAftdK,,,Un hombre,30.0,Técnico o Tecnológico,Mestizo,CALI,VALLE DEL CAUCA,Algo de acuerdo,Algo de acuerdo,Fuertemente de acuerdo,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Valluno,"Otro, ¿Cuál?",Centro,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,.Centro,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Sí,Sí,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,R_6PUQyDtuBujb0Od,3.4129,-76.5191,Un hombre,59.0,Técnico o Tecnológico,Ninguna,CALI,VALLE DEL CAUCA,Fuertemente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Valluno,"Otro, ¿Cuál?",Independiente,En desacuerdo,Completamente de acuerdo,Algo de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,.Centro,En desacuerdo,,,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,En desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,En desacuerdo,En desacuerdo,Un poco de acuerdo,Un poco de acuerdo,En desacuerdo,En desacuerdo,Un poco en desacuerdo,En desacuerdo,Un poco en desacuerdo,Completamente en desacuerdo,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Algunas veces,,,,,,,,,,,,,,,,,,,,,,,,,,,32,100,41,94,35,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde con mis sentimientos,Corresponden completamente con mis sentimientos,Corresponde algo con mis sentimientos,Corresponde con mis sentimientos,No corresponden para nada con mis sentimientos,Un poco de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Nada,"Un poco, pero es manejable",Nada,Siempre,Completo control,Nada,Nada,Nada,Algunas veces,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Ni de acuerdo ni en desacuerdo,Para nada de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Completamente de acuerdo,Completamente de acuerdo,Para nada de acuerdo,Completamente de acuerdo,Para nada de acuerdo,90,27,83,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,JavCali8959955
976,R_yQpKbhMECahUBGN,3.4129,-76.5191,Un hombre,57.0,Posgrado,Blanco,CALI,VALLE DEL CAUCA,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Valluno,Sólo de derecha,,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,.,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Con varias,,Con muchas,,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Rara vez,Rara vez,Nunca,,,,,,,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Nunca,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,,,,20,73,55,16,73,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde moderadamente con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,Un poco de acuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,Un poco de acuerdo,Nada,Nada,Nada,Siempre,Mucho control,Nada,Nada,Nada,Siempre,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Para nada de acuerdo,49,49,96,Sergio Fajardo,Sergio Fajardo,,8968160javecali
989,R_2dyY2fnEafc1Liq,3.4129,-76.5191,Un hombre,55.0,Posgrado,Blanco,CALI,VALLE DEL CAUCA,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Valluno,Uribista y/o de derecha,,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,De acuerdo,.,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Fuertemente en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Sí,.,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,Completamente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Con muy pocas,,Con muchas,,Rara vez,Nunca,Rara vez,Algunas veces,Nunca,Nunca,Frecuentemente,,,,,,,Casi nunca,Casi nunca,Casi nunca,Frecuentemente,Frecuentemente,Casi siempre,Un poco en desacuerdo,Un poco en desacuerdo,Un poco en desacuerdo,,,,De acuerdo,Un poco de acuerdo,De acuerdo,Completamente de acuerdo,,,,,72,72,55,80,67,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Nada,Nada,Nada,Siempre,Completo control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,Moderadamente de acuerdo,Para nada de acuerdo,De acuerdo,Un poco en desacuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,De acuerdo,100,76,90,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,Javcali8958506
995,R_1QcsCEf3SC5cO8u,3.4129,-76.5191,Una mujer,42.0,Posgrado,Ninguna,CALI,VALLE DEL CAUCA,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Valluno,Sólo de izquierda,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,De acuerdo,Completamente de acuerdo,En desacuerdo,.,Sí,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,Con ninguna,,Con ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,,,,,,,,,,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,,,,,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,,,,,,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Nada,Nada,Nada,Nunca. Siempre me ganan.,Completo control,Nada,Nada,Nada,Nunca. Siempre me ganan.,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,,100,,Gustavo Petro,Gustavo Petro,,
996,R_2QufBOyNLcgbMk6,3.4129,-76.5191,Un hombre,41.0,Posgrado,Mestizo,CALI,VALLE DEL CAUCA,Algo de acuerdo,De acuerdo,Fuertemente de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Valluno,Petrista y/o de izquierda,,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Algo de acuerdo,De acuerdo,Fuertemente en desacuerdo,Sí,Sí,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,,Con bastantes,,Con algunas,Casi siempre,Casi siempre,Rara vez,Casi siempre,Rara vez,Rara vez,Nunca,Algunas veces,Rara vez,Algunas veces,Casi nunca,Casi nunca,Casi nunca,,,,,,,,,,En desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco en desacuerdo,,,,,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,En desacuerdo,4,12,2,0,0,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,En desacuerdo,Nada,Nada,Nada,Siempre,Completo control,Nada,Nada,Nada,La mayor parte del tiempo,Completo control,En desacuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,100,100,100,Gustavo Petro,Gustavo Petro,,8948180
1001,R_1HdUaqx5Z3P9oNB,6.2529,-75.5646,Una mujer,39.0,Universitario,Ninguna,CALI,VALLE DEL CAUCA,De acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Valluno,Sólo de izquierda,,De acuerdo,De acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Completamente de acuerdo,Completamente de acuerdo,En desacuerdo,Sí,Sí,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,Completamente de acuerdo,Completamente de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Completamente en desacuerdo,Ni de acuerdo ni en desacuerdo,Completamente de acuerdo,De acuerdo,Completamente en desacuerdo,De acuerdo,,Con muchísimas,,Con muchisimas,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Frecuentemente,Siempre,Siempre,Siempre,Casi siempre,,,,,,,,,,Completamente en desacuerdo,Completamente en desacuerdo,De acuerdo,,,,,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,49,26,71,,65,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,Cerca de 1 hora al día,Nada,Nada,Algunas veces,Completo control,Nada,Nada,Nada,Algunas veces,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,Completamente de acuerdo,Para nada de acuerdo,0,100,50,Gustavo Petro,Gustavo Petro,,8948180
1009,R_2ZHOcVd7lMn24FO,3.4129,-76.5191,Un hombre,35.0,Universitario,Blanco,CALI,VALLE DEL CAUCA,Fuertemente en desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,Valluno,Sólo de derecha,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,.,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente en desacuerdo,Un poco de acuerdo,Un poco de acuerdo,Completamente en desacuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Con bastantes,,Con bastantes,,Rara vez,Casi nunca,Algunas veces,Algunas veces,Frecuentemente,Nunca,Casi siempre,,,,,,,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Rara vez,Casi nunca,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,,,,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,,,,,28,15,18,51,29,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Entre 1 y 3 horas al día,Un poco,Un poco,La mayor parte del tiempo,Completo control,Entre 1 y 3 horas al día,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,100,100,100,Rodolfo Hernández,Federico (Fico) Gutierrez,,JavCali8963141
